URL,Status
https://www.usatoday.com/story/sports/olympics/beijing/2022/02/07/winter-olympics-2022-updates-tuesday-medal-events/6697237001/,200
https://www.usatoday.com/sports/,200
https://www.usatoday.com/videos/money/personalfinance/real-estate/2022/02/08/dont-base-your-decision-buying-house-just-off-listing/6698964001/,200
https://www.usatoday.com/in-depth/news/investigations/2022/02/03/cal-state-chancellor-joseph-castro-mishandled-sexual-harassment-fresno-state-title-ix-frank-lamas/9109414002/,302
https://www.usatoday.com/story/sports/nfl/columnist/mike-jones/2022/02/07/sean-mcvay-zac-taylor-bengals-rams-coaches-super-bowl-20/6693388001/,302
https://www.usatoday.com/story/opinion/2019/12/04/submit-letters-columns-and-comment-social/2608825001/,200
https://www.usatoday.com/story/news/health/2021/12/21/covid-holiday-safety-need-to-know/8968198002/,200
https://www.usatoday.com/contact/staff/,200
https://www.usatoday.com/news/investigations/,200
https://www.usatoday.com/pages/interactives/podcasts/,301
https://www.usatoday.com/videos/news/nation/2022/02/08/billionaire-space-explorer-among-top-50-us-donors/6701243001/,200
https://www.usatoday.com/story/entertainment/celebrities/2022/02/07/leslie-jones-live-tweet-olympics-after-misunderstanding-nbc/6700700001/,200
https://www.usatoday.com/travel/,200
https://www.usatoday.com/in-depth/news/investigations/2022/01/12/cheer-netflix-season-2-jerry-harris-charges/9188009002/,200
https://www.usatoday.com/story/entertainment/celebrities/2022/02/07/heather-mcdonald-comedian-collapses-stage-tempe-improv-arizona/6688438001/,200
https://www.usatoday.com/story/news/politics/2022/02/07/macron-scholz-diplomacy-ukraine-russia/6689578001/,200
https://www.usatoday.com/story/sports/nfl/saints/2022/02/07/new-orleans-saints-hire-dennis-allen-sean-payton-replacement/6698671001/,200
https://www.usatoday.com/story/opinion/2022/02/07/revive-nuclear-weapons-deal-iran/9209368002/,200
https://www.usatoday.com/story/news/politics/2022/02/07/white-house-decision-eric-lander/6695298001/,200
https://www.usatoday.com/story/sports/nfl/2022/02/07/alvin-kamara-identified-police-suspect-before-pro-bowl/6700184001/,200
https://www.usatoday.com/story/sports/olympics/2022/02/07/zhu-yi-has-fallen-weibo-china/6688230001/,200
https://www.usatoday.com/story/tech/2022/02/07/verizon-phone-contracts-extended-to-3-years/6687969001/,200
https://www.usatoday.com/story/travel/2022/02/02/disabilities-travel-experiences/9223788002/,302
https://www.usatoday.com/money/,200
https://www.usatoday.com/staff/4252292001/michelle-shen/,200
https://www.usatoday.com/tangsvc/pg/5210281001/,200
https://www.usatoday.com/story/tech/columnist/2020/06/04/kim-komando-has-5-tips-block-hide-your-number-when-making-calls/3138344001/,200
https://www.usatoday.com/story/tech/gaming/2021/04/26/pc-console-phone-gaming-community-usa-today/7197605002/,200
https://www.usatoday.com/picture-gallery/travel/10best/awards/2021/05/22/10-best-science-museums-united-states/5210281001/,200
https://www.usatoday.com/story/tech/talkingtech/2018/10/09/listen-talking-tech-podcast/1580909002/,200
https://www.usatoday.com/story/tech/2021/07/13/iphone-ios-15-missing-features-old-phones/7948107002/,200
https://www.usatoday.com/videos/tech/2021/09/21/mit-researchers-develop-glow-dark-plants/5795706001/,200
